,address,zipcode,price,zestimate,baths,bdrm,lotsize_sqft,built,sqft,mortag_15,mortag_30,tax_ast,daysOnZillow,price_date,POIs,min_dist_per
456,3106 Kingston Ave,94558.0,665000.0,665124.0,2,3,12649.0,1960,1167.0,2.47,3.113,292861.0,3.0,2021-03-18,"(38.30567169, -122.3161011)",13360.15792
457,2528 Wagon Wheel Dr,94567.0,259000.0,259001.0,2,1,20961.0,1993,1152.0,2.3409999999999997,3.0610000000000004,162000.0,53.0,2021-02-09,"(38.69660568, -122.3753433)",188.5831563
458,1160 Larkmead Ln,94515.0,12000000.0,2559513.0,1,3,801503.0,1924,1084.0,2.725,3.158,787561.0,,2021-03-20,"(38.55548859, -122.52629089999999)",67.64390234
459,510 La Tierra Dr,94508.0,962000.0,962002.0,3,3,25330.0,1966,1684.0,2.504,3.1189999999999998,806517.0,,2021-03-20,"(38.5581665, -122.45561979999998)",138.0567276
460,1110 Castle Oaks Dr,94558.0,3375000.0,3352483.0,5,5,45925.0,2001,4753.0,2.725,3.158,2624089.0,2.0,2021-03-19,"(38.35676575, -122.2552872)",5588.824128
461,1706 Maggie Ave,94515.0,1048000.0,1048085.0,2,3,8311.0,1982,1791.0,2.725,3.158,923100.0,5.0,2021-03-15,"(38.58817291, -122.58563229999999)",120.125626
462,264 Country Club Ln,94558.0,555000.0,555088.0,2,3,10454.0,1992,1587.0,2.3280000000000003,3.052,508980.0,4.0,2021-03-16,"(38.40681839, -122.20858)",117.01847250000002
463,3660 Diablo St,94558.0,624000.0,624099.0,2,3,6098.0,1959,1466.0,2.504,3.1189999999999998,64506.0,9.0,2021-03-11,"(38.32689667, -122.3086624)",11266.47968
464,122 Wetlands Edge Rd,94503.0,925000.0,932232.0,5,5,6538.0,2001,3575.0,2.504,3.1189999999999998,612951.0,1.0,2021-03-19,"(38.16397858, -122.2674408)",22702.747209999998
465,4100 Atlas Peak Rd,94558.0,1369000.0,1359866.0,2,3,104544.0,1980,1986.0,2.725,3.158,836010.0,1.0,2021-03-19,"(38.42956543, -122.24552920000001)",834.6444640999999
466,1162 La Homa Dr,94558.0,1075000.0,1083404.0,2,3,15755.0,1992,1822.0,2.725,3.158,777000.0,3.0,2021-03-17,"(38.31993866, -122.29145049999998)",10736.70439
467,2085 Coombsville Rd,94558.0,2800000.0,2781319.0,4,4,97339.0,1987,2434.0,2.725,3.158,1000000.0,1.0,2021-03-19,"(38.29427338, -122.24761200000002)",10551.55082
468,2495 Rigdon St,94558.0,1049000.0,1049196.0,3,4,9931.0,1976,2130.0,2.725,3.158,728280.0,3.0,2021-03-17,"(38.32226181, -122.32669070000001)",12814.0779
469,1132 Denise Dr,94515.0,675000.0,675003.0,2,3,6181.0,1975,1296.0,2.504,3.1189999999999998,578357.0,7.0,2021-03-13,"(38.58293915, -122.5932159)",248.86595669999997
470,417 College Ave,94508.0,529000.0,529084.0,2,2,8389.0,1940,1237.0,2.3280000000000003,3.052,299522.0,61.0,2021-02-09,"(38.57870102, -122.45011140000001)",275.3127091
471,369 Kortum Canyon Rd,94515.0,6500000.0,6334545.0,6,4,1848251.0,1989,7673.0,2.725,3.158,3950876.0,5.0,2021-03-15,"(38.56767273, -122.586647)",41.11279015
472,405 Newton Way,94508.0,620000.0,620099.0,1,2,20473.0,1947,1032.0,2.504,3.1189999999999998,557940.0,13.0,2021-03-07,"(38.58037567, -122.4467545)",337.41044869999996
473,118 Poppy Ln,94558.0,495000.0,499706.0,3,3,10010.0,1987,2116.0,2.3280000000000003,3.052,304576.0,11.0,2021-03-15,"(38.51056671, -122.19222260000001)",148.8078962
474,244 Berryessa Dr,94558.0,370000.0,370001.0,2,3,7509.0,1964,1120.0,2.3280000000000003,3.052,209267.0,18.0,2021-03-09,"(38.60710907, -122.27479550000001)",117.91582720000001
475,6600 Yount St APT 10,94599.0,684000.0,668800.0,1,2,409.0,1989,1054.0,2.504,3.1189999999999998,385638.0,292.0,2021-02-09,"(38.40503311, -122.36233519999999)",7912.402137
476,2419 Merlot Dr,94558.0,995000.0,1007208.0,3,4,7583.0,1991,2511.0,2.504,3.1189999999999998,843576.0,8.0,2021-03-12,"(38.32868958, -122.327652)",12460.29919
477,4445 Jefferson St,94558.0,720000.0,720134.0,2,4,6255.0,1971,1500.0,2.504,3.1189999999999998,95227.0,3.0,2021-03-17,"(38.34514236, -122.31713870000002)",10460.3732
478,121 Parkview Ln,94558.0,439000.0,439076.0,4,3,16008.0,1989,2442.0,2.3280000000000003,3.052,242888.0,43.0,2021-01-04,"(38.50643539, -122.19466399999999)",140.8794151
479,865 Omaha Ct,94559.0,675000.0,675002.0,3,3,3388.0,2005,2039.0,2.504,3.1189999999999998,433497.0,8.0,2021-03-12,"(38.27749634, -122.2976074)",14885.367119999999
480,500 College Ave,94508.0,760000.0,757449.0,2,3,43995.0,1940,1504.0,2.504,3.1189999999999998,570488.0,196.0,2021-02-09,"(38.58096313, -122.45044709999999)",373.396368
481,1930 Stockton St,94559.0,999000.0,999007.0,3,4,7204.0,1900,1851.0,2.504,3.1189999999999998,865000.0,10.0,2021-03-10,"(38.29449844, -122.2954483)",13189.84341
482,29 Pascale Ct,94558.0,1690000.0,1690005.0,4,4,10654.0,2006,3323.0,2.725,3.158,1324387.0,10.0,2021-03-10,"(38.29993439, -122.26569369999999)",11292.160740000001
483,1575 Saint Helena Hwy S,94574.0,6950000.0,6926678.0,8,6,53578.0,1879,4660.0,2.725,3.158,41700.0,27.0,2021-02-21,"(38.47661591, -122.43675990000001)",2150.223062
484,1107 4th Ave,94559.0,1289000.0,1289002.0,2,3,53143.0,1920,1273.0,2.725,3.158,60135.0,9.0,2021-03-11,"(38.28935623, -122.24327849999999)",10648.03705
485,386 Eastern Ave,94508.0,649000.0,649103.0,2,2,23522.0,1932,1075.0,2.504,3.1189999999999998,523174.0,15.0,2021-03-05,"(38.57956696, -122.44406129999999)",387.8640059
486,2948 Devita Dr,94558.0,719000.0,719115.0,2,2,5963.0,1950,1773.0,2.504,3.1189999999999998,568692.0,8.0,2021-03-13,"(38.29245377, -122.3115463)",14207.17377
487,8345 Butts Canyon Rd,94567.0,1150000.0,,3,3,4611261.0,1995,2380.0,2.725,3.158,503288.0,386.0,2021-02-09,"(38.68764114, -122.4510956)",281.83074910000005
488,1720 Vineyard Ave,94574.0,1900000.0,1759509.0,3,2,3750.0,2015,1378.0,2.725,3.158,2228536.0,652.0,2021-02-09,"(38.50379562, -122.47823329999999)",348.15609589999997
489,17 Sea Breeze Ct,94559.0,1699000.0,1699009.0,4,4,5436.0,1995,2450.0,2.725,3.158,1192380.0,6.0,2021-03-15,"(38.27565765, -122.28820800000001)",14601.217419999999
490,2100 Main St,94559.0,787500.0,787625.0,2,3,6873.0,1900,1260.0,2.504,3.1189999999999998,553546.0,6.0,2021-03-15,"(38.30823898, -122.2925034)",11800.96128
491,2022 W Myrtle St,94515.0,785000.0,782365.0,3,3,6141.0,1988,1470.0,2.504,3.1189999999999998,562825.0,116.0,2021-02-09,"(38.57976913, -122.59099579999999)",128.5908541
492,1504 King Ave,94559.0,1199000.0,1199191.0,2,4,6542.0,1949,1803.0,2.725,3.158,495000.0,28.0,2021-03-12,"(38.30767441, -122.27046969999999)",10794.757959999999
493,1906 Oak Cir,94599.0,2049000.0,2049002.0,2,3,6115.0,1982,1667.0,2.725,3.158,978517.0,24.0,2021-02-24,"(38.40241241, -122.3563004)",7722.750181999999
494,3704 Monticello Rd,94558.0,2495000.0,2439555.0,3,3,139392.0,2016,1800.0,2.725,3.158,1083183.0,74.0,2021-01-05,"(38.37459564, -122.20311740000001)",1400.249899
495,335 Brookside Dr,94508.0,2125000.0,927439.0,3,3,235224.0,1992,1992.0,2.725,3.158,792480.0,5.0,2021-03-16,"(38.57034683, -122.4509888)",49.01486707
496,741 Seminary St,94559.0,2100000.0,2100002.0,3,4,8184.0,1892,2970.0,2.725,3.158,670751.0,11.0,2021-03-09,"(38.29533005, -122.29174040000001)",12932.81323
497,531 Viewridge Dr,94508.0,1395000.0,1390318.0,3,3,77972.0,1956,2716.0,2.725,3.158,553542.0,30.0,2021-02-18,"(38.55917358, -122.4538116)",95.10323709999999
498,2590 Hawthorne Ct,94558.0,644900.0,601515.0,1,3,6412.0,1956,1098.0,2.504,3.1189999999999998,371570.0,12.0,2021-03-08,"(38.28938293, -122.3040314)",14085.10965
499,4443 Tanglewood Way,94558.0,765000.0,765142.0,2,3,6782.0,1970,1313.0,2.504,3.1189999999999998,108545.0,2.0,2021-03-18,"(38.34380722, -122.31984709999999)",10702.6197
500,1501 Dean York Ln,94574.0,4095000.0,4067679.0,5,4,15245.0,1961,3152.0,2.725,3.158,2884679.0,63.0,2021-01-17,"(38.50643539, -122.48107150000001)",95.69994611
501,1317 Myrtle St,94515.0,695000.0,695002.0,2,2,5109.0,1930,1170.0,2.504,3.1189999999999998,583664.0,64.0,2021-03-05,"(38.57641602, -122.5817871)",254.5548437
502,149 Knoll Pl,94574.0,3250000.0,3177777.0,3,3,17606.0,2008,2802.0,2.725,3.158,2914322.0,96.0,2021-02-09,"(38.52066422, -122.46859740000002)",165.6478061
503,3051 Foothill Blvd,94515.0,1495000.0,1456945.0,3,3,76665.0,1961,1766.0,2.725,3.158,918712.0,131.0,2021-03-20,"(38.58549118, -122.60491940000001)",319.2051281
504,520 Franz Valley School Rd,94515.0,2595000.0,2599154.0,3,4,239580.0,2003,2481.0,2.725,3.158,825930.0,4.0,2021-03-16,"(38.57941818, -122.60546880000001)",117.02901259999999
505,14 Oak Grove Way,94559.0,2200000.0,2200002.0,4,4,37039.0,1973,3315.0,2.725,3.158,284736.0,18.0,2021-03-03,"(38.29912567, -122.2633896)",11251.91821
506,2208 Marin St,94559.0,725000.0,749171.0,2,3,5998.0,1929,1466.0,2.504,3.1189999999999998,199142.0,39.0,2011-06-22,"(38.30657578, -122.2997437)",12338.21646
507,514 Sanitarium Rd,94574.0,1199000.0,1168480.0,3,3,39204.0,1938,1827.0,2.725,3.158,259651.0,127.0,2020-11-30,"(38.53628159, -122.47478490000002)",141.341745
508,235 Brookside Dr,94508.0,920000.0,920002.0,3,3,25104.0,1950,1722.0,2.504,3.1189999999999998,501313.0,59.0,2021-03-11,"(38.57018661, -122.4459229)",94.32016912
509,1040 Loma Vista Dr,94558.0,5250000.0,,5,4,50965.0,2020,5000.0,2.725,3.158,68366.0,145.0,2021-02-09,"(38.37617493, -122.2897186)",6314.016182
510,880 Deer Park Rd,94574.0,1395000.0,1385693.0,4,4,66211.0,1974,2820.0,2.725,3.158,769876.0,14.0,2021-03-07,"(38.54728317, -122.4720688)",15.85133735
511,426 Webber St,94559.0,975000.0,975182.0,2,4,8228.0,1951,1710.0,2.504,3.1189999999999998,725000.0,37.0,2021-02-12,"(38.28417969, -122.29922490000001)",14328.221609999999
512,1390 Thompson Ave,94558.0,3250000.0,3250018.0,3,4,80586.0,1966,3752.0,2.725,3.158,1894965.0,4.0,2021-03-16,"(38.28721237, -122.32634740000002)",15480.72206
513,1641 Sulphur Springs Ave,94574.0,1900000.0,1851489.0,3,4,11324.0,1968,2131.0,2.725,3.158,1178000.0,152.0,2021-03-14,"(38.49034119, -122.46018219999999)",267.9637473
514,1227 Stockton St,94574.0,1100000.0,957626.0,1,2,6176.0,1948,1096.0,2.725,3.158,474472.0,6.0,2021-03-15,"(38.5007782, -122.4718018)",333.2330401
515,975 Howell Mountain Rd,94508.0,925000.0,925147.0,1,2,91475.0,1947,1601.0,2.504,3.1189999999999998,77138.0,29.0,2021-02-20,"(38.59272766, -122.44064329999999)",68.18390814
516,10 Forrester Ln,94599.0,1749000.0,1501608.0,3,3,5850.0,1998,1976.0,2.725,3.158,849174.0,16.0,2021-03-04,"(38.40777588, -122.35954280000001)",7529.619691
517,3397 Mount Veeder Rd,94558.0,1350000.0,1350001.0,2,4,169884.0,1952,1920.0,2.725,3.158,622397.0,30.0,2021-03-13,"(38.38049316, -122.43355559999999)",8834.800124
518,47 Rosemont Cir,94558.0,1379000.0,1379001.0,2,3,20503.0,1956,2571.0,2.725,3.158,1007774.0,18.0,2021-03-02,"(38.32659912, -122.2724075)",9115.260514
519,119 Sage Way,94559.0,950000.0,950177.0,3,4,5671.0,2001,2654.0,2.504,3.1189999999999998,646790.0,24.0,2021-02-24,"(38.29304123, -122.2725372)",12262.80985
520,4048 Sonoma Hwy #9,94559.0,3400000.0,3400635.0,4,3,0,2006,2400.0,2.725,3.158,20400.0,43.0,2021-02-09,"(38.25553131, -122.33308410000001)",18622.69034
521,1590 Sylvaner Ave,94574.0,2590000.0,2572720.0,4,4,15245.0,1978,3662.0,2.725,3.158,1530000.0,43.0,2021-03-19,"(38.49317932, -122.481163)",182.6821209
522,1907 W Myrtle St,94515.0,775000.0,775002.0,2,3,7405.0,1973,1135.0,2.504,3.1189999999999998,549466.0,100.0,2021-02-24,"(38.57893372, -122.58929440000001)",241.85768169999997
523,1645 East Ave,94559.0,1099000.0,1099002.0,3,3,5401.0,2008,1811.0,2.725,3.158,688723.0,43.0,2021-02-13,"(38.30348969, -122.2990494)",12568.2739
524,188 Knoll Pl,94574.0,2775000.0,2756486.0,3,4,17397.0,1968,2500.0,2.725,3.158,1627855.0,100.0,2021-02-09,"(38.52151108, -122.46949769999999)",91.84943527
525,1032 Pueblo Ave,94558.0,1275000.0,1275203.0,4,5,10454.0,1940,2512.0,2.725,3.158,427305.0,53.0,2021-02-09,"(38.31630707, -122.29570770000001)",11285.21317
526,1324 Davis Ln,94574.0,6325000.0,6164000.0,7,4,43560.0,2016,4931.0,2.725,3.158,3276037.0,15.0,2021-03-05,"(38.48223495, -122.4446487)",1297.4267539999998
527,1512 Stockton St,94574.0,2325000.0,2317198.0,2,3,11173.0,1982,2303.0,2.725,3.158,2125000.0,43.0,2021-02-21,"(38.50325394, -122.47483059999999)",301.08098839999997
528,2100 Old Soda Springs Rd,94558.0,18000000.0,17540426.0,5,5,1907056.0,1984,11144.0,2.725,3.158,8077628.0,248.0,2021-02-09,"(38.37126541, -122.2781754)",6177.706858
529,1980 Pine St,94559.0,1495000.0,1495007.0,3,3,6673.0,1897,2348.0,2.725,3.158,788183.0,38.0,2021-02-11,"(38.2914505, -122.2957611)",13486.199040000001
530,33 Oak Rock Ln,94558.0,4450000.0,4336727.0,6,5,178595.0,1994,4543.0,2.725,3.158,2197044.0,264.0,2021-02-09,"(38.29553223, -122.34394070000002)",15884.18256
531,4035 Linda Vista Ave,94558.0,1100000.0,1100205.0,2,3,20969.0,1959,2126.0,2.725,3.158,289684.0,28.0,2021-02-21,"(38.32755661, -122.3257294)",12395.75938
532,1362 Stockton St,94574.0,1895000.0,1882357.0,2,3,6445.0,1912,1682.0,2.725,3.158,379330.0,43.0,2021-02-09,"(38.50210571, -122.4731064)",331.8053647
533,1180 Ross Cir,94558.0,1899000.0,1886330.0,3,3,24611.0,1966,2184.0,2.725,3.158,1326130.0,10.0,2021-03-11,"(38.33059311, -122.2670746)",8482.157108
534,2051 N 3rd Ave,94558.0,2795000.0,2723854.0,5,5,99316.0,1978,3547.0,2.725,3.158,788323.0,3.0,2021-03-17,"(38.30626678, -122.23493959999999)",8845.168119
535,1406 Fair Way,94515.0,1800000.0,1793959.0,2,3,11046.0,1918,1597.0,2.725,3.158,10800.0,72.0,2021-02-09,"(38.581680299999995, -122.5803757)",348.1891241
536,3580 Soda Canyon Rd,94558.0,2499000.0,2366465.0,2,3,442569.0,2001,2806.0,2.725,3.158,696503.0,562.0,2021-02-09,"(38.44716263, -122.2738571)",471.27555970000003
537,1240 Spring Brook Ct,94574.0,3495000.0,3471682.0,3,3,9125.0,1978,2288.0,2.725,3.158,1000247.0,25.0,2021-02-23,"(38.49634552, -122.4756622)",102.83703340000001
538,3431 Saint Helena Hwy N,94574.0,2699000.0,2630089.0,2,3,43560.0,2019,5000.0,2.725,3.158,16194.0,144.0,2021-02-19,"(38.54450607, -122.5093689)",97.99610511
539,600 Alta Mesa Pl,94558.0,9495000.0,9253309.0,9,6,10443075.0,2009,8412.0,2.725,3.158,5071193.0,73.0,2021-02-09,"(38.35552216, -122.24738310000001)",5234.4858380000005
540,305 West Ln,94508.0,1895000.0,1882357.0,3,4,185565.0,1985,4026.0,2.725,3.158,1575000.0,30.0,2021-02-19,"(38.56201172, -122.4605713)",120.9602428
541,6526 Vista Dr,94599.0,2739000.0,2669280.0,3,4,7609.0,1994,3100.0,2.725,3.158,1417929.0,177.0,2021-03-16,"(38.40442276, -122.3581619)",7685.557876999999
542,1135 Monticello Rd,94558.0,7200000.0,7151964.0,5,4,530996.0,1987,6698.0,2.725,3.158,4350527.0,19.0,2021-03-01,"(38.32912827, -122.2677078)",8646.706492
543,1160 Castle Oaks Dr,94558.0,2845000.0,2812484.0,4,4,29057.0,2002,4493.0,2.725,3.158,1610153.0,22.0,2021-02-26,"(38.35568619, -122.25646210000001)",5746.206179
544,446 Montecito Blvd,94559.0,1595000.0,1595003.0,3,3,12100.0,1964,3143.0,2.725,3.158,1077018.0,16.0,2021-03-04,"(38.30125046, -122.26574709999998)",11175.57129
545,1330 Clay St,94559.0,695000.0,695129.0,1,3,4351.0,1905,1298.0,2.504,3.1189999999999998,520200.0,29.0,2021-02-20,"(38.29869461, -122.28902439999999)",12490.00297
546,3514 State Highway 128,94515.0,1995000.0,,6,6,39204.0,1948,3560.0,2.725,3.158,857421.0,222.0,2021-02-09,"(38.60103607, -122.6264801)",1080.878864
547,1104 Clark St,94559.0,2299000.0,2299012.0,4,4,20908.0,2003,4114.0,2.725,3.158,1693251.0,152.0,2021-03-04,"(38.31174088, -122.27111049999999)",10430.60715
548,1180 Crestmont Dr,94508.0,1895000.0,1888640.0,3,4,115434.0,1977,2935.0,2.725,3.158,1428617.0,65.0,2021-01-15,"(38.54955292, -122.45935060000001)",180.5852191
549,2455 N 3rd Ave,94558.0,16900000.0,,5,3,925650.0,2003,5952.0,2.725,3.158,101400.0,36.0,2021-02-12,"(38.31655502, -122.23580929999999)",8217.369553
550,3150 Mount Veeder Rd,94558.0,1950000.0,1950009.0,3,4,308404.0,1978,2741.0,2.725,3.158,980918.0,43.0,2021-02-09,"(38.37719345, -122.4194565)",9916.256301000001
551,2120 Arrowhead Mountain Rd,94559.0,4500000.0,4500011.0,3,1,3152001.0,2000,1000.0,2.725,3.158,2260002.0,33.0,2021-02-15,"(38.27562714, -122.3962555)",20527.77797
552,21 Greenbriar Cir,94558.0,2100000.0,2046545.0,6,5,27495.0,2005,3561.0,2.725,3.158,1747995.0,20.0,2021-02-28,"(38.35578156, -122.2545242)",5621.020848
553,14 Huntington Ct,94558.0,2250000.0,2242449.0,3,3,21780.0,1997,3944.0,2.725,3.158,2061780.0,66.0,2021-03-11,"(38.30535889, -122.32378390000001)",13856.3835
554,505 Kortum Canyon Rd,94515.0,2695000.0,2677020.0,4,3,200811.0,1979,2486.0,2.725,3.158,838233.0,36.0,2021-02-12,"(38.57139587, -122.583046)",231.5998631
555,5410 State Highway 128,94558.0,3250000.0,796419.0,2,4,2005502.0,1984,2112.0,2.725,3.158,990878.0,278.0,2021-02-10,"(38.43589783, -122.18287659999999)",242.7499809
556,407 Bear Creek Cir,94558.0,1995000.0,1950666.0,5,4,3310.0,1997,3281.0,2.725,3.158,1551768.0,37.0,2021-02-11,"(38.35681534, -122.25370790000001)",5488.717002
557,7760 Silverado Trail,94558.0,5900000.0,5860637.0,4,4,209523.0,1972,4000.0,2.725,3.158,35400.0,65.0,2021-02-09,"(38.45759964, -122.3610001)",4799.440139
558,102 Foothill Blvd,94515.0,2495000.0,2716821.0,3,4,94088.0,1973,3158.0,2.725,3.158,1784367.0,78.0,2021-03-09,"(38.57299423, -122.56957240000001)",26.07764965
559,2596 1st St #E,94558.0,530000.0,530084.0,3,2,2134.0,2018,1027.0,2.3280000000000003,3.052,261297.0,36.0,2021-02-13,"(38.30166626, -122.30498500000002)",13050.3411
560,2059 Vallejo St,94574.0,10500000.0,10144927.0,5,4,219106.0,2007,6362.0,2.725,3.158,6998501.0,297.0,2021-02-09,"(38.49040222, -122.46944429999999)",278.06291860000005
561,3445 Silverado Trl N,94574.0,1400000.0,,1,2,89297.0,1961,1012.0,2.725,3.158,8400.0,36.0,2021-02-12,"(38.54243088, -122.49341580000001)",26.93130171
562,305 Napa Junction Rd,94503.0,1396000.0,1365089.0,3,5,43560.0,1982,3300.0,2.725,3.158,282930.0,170.0,2021-02-09,"(38.18469238, -122.2572632)",20441.40989
563,4447 N Saint Helena Hwy,94515.0,7100000.0,6918723.0,4,3,786692.0,2014,4000.0,2.725,3.158,42600.0,264.0,2021-02-09,"(38.56271362, -122.56127930000001)",137.785731
564,3328 David Dr,94558.0,2250000.0,2250359.0,3,5,141134.0,1987,3263.0,2.725,3.158,931750.0,43.0,2021-02-09,"(38.30069733, -122.33568570000001)",14965.49155
565,1021 Big Tree Rd,94574.0,9000000.0,8782880.0,9,9,435600.0,1998,11500.0,2.725,3.158,1171714.0,101.0,2020-12-09,"(38.54906845, -122.50458529999999)",34.28651661
566,447 Randolph St,94559.0,3250000.0,3228317.0,4,4,8894.0,1905,4106.0,2.725,3.158,1625294.0,43.0,2021-01-12,"(38.29304504, -122.2868118)",12918.05319
567,184 Stone Mountain Cir,94558.0,1850000.0,1768780.0,3,3,4443.0,2000,2630.0,2.725,3.158,1244683.0,197.0,2021-02-09,"(38.35484314, -122.25271609999999)",5591.249387
568,5185 Big Ranch Rd,94558.0,5875000.0,5744444.0,4,3,336283.0,1906,3241.0,2.725,3.158,3574708.0,103.0,2021-03-04,"(38.37021637, -122.3191528)",8204.074414
569,2900 Spring Mountain Rd,94574.0,29800000.0,8873965.0,6,7,1829520.0,1982,9600.0,2.725,3.158,5290380.0,215.0,2021-02-09,"(38.50892258, -122.4925842)",103.0753005
570,20 Burning Tree Ct,94558.0,2395000.0,2334036.0,4,4,24284.0,1972,4408.0,2.725,3.158,1060060.0,16.0,2021-03-04,"(38.35066986, -122.25003810000001)",5803.297165999999
571,571 Petrified Forest Rd,94515.0,1600000.0,1589325.0,1,1,297514.0,1950,1385.0,2.725,3.158,453115.0,43.0,2021-02-09,"(38.5759964, -122.60512539999999)",116.1388949
572,1806 Spring Mountain Ct,94574.0,1895000.0,1888640.0,2,3,9330.0,1967,1946.0,2.725,3.158,1244796.0,39.0,2021-02-10,"(38.50548172, -122.47915649999999)",210.28971349999998
573,1301 Duhig Rd,94559.0,1995000.0,1944705.0,2,3,435600.0,1971,1933.0,2.725,3.158,1436538.0,15.0,2021-02-04,"(38.24808121, -122.3575821)",20570.47997
574,4298 E 3rd Ave,94558.0,4178000.0,4150126.0,4,4,217800.0,1966,3244.0,2.725,3.158,2653019.0,19.0,2021-03-01,"(38.29766083, -122.2227707)",8748.196832
575,178 Kaanapali Dr,94558.0,1800000.0,1787991.0,2,3,10794.0,1967,2278.0,2.725,3.158,790737.0,9.0,2021-03-12,"(38.34130096, -122.26310729999999)",7326.014067
576,1080 Wooden Valley Cross Rd,94558.0,3195000.0,2895413.0,5,4,436906.0,1990,4900.0,2.725,3.158,1661575.0,17.0,2021-03-04,"(38.33203506, -122.1367874)",1511.335349
577,2294 Boysen Ln,94574.0,2950000.0,2940100.0,2,2,25373.0,1967,2776.0,2.725,3.158,17700.0,23.0,2021-03-19,"(38.50421524, -122.48697659999998)",99.41247347
578,875 White Cottage Rd N,94508.0,1875000.0,,2,2,261360.0,2000,2388.0,2.725,3.158,11250.0,36.0,2021-03-11,"(38.59198761, -122.44788359999998)",95.75285853
579,5097 Solano Ave,94558.0,2625000.0,2616191.0,2,3,85813.0,1952,2998.0,2.725,3.158,15750.0,39.0,2021-03-10,"(38.3567276, -122.33479309999998)",10226.507790000001
580,896 Ponderosa Dr,94508.0,1799000.0,1792963.0,3,3,217800.0,1966,2715.0,2.725,3.158,587058.0,63.0,2021-02-09,"(38.59017563, -122.4396362)",52.88274836
581,418 Saint Andrews Dr,94558.0,4100000.0,3995636.0,6,5,16962.0,2002,6594.0,2.725,3.158,2653019.0,89.0,2021-02-09,"(38.35020447, -122.25117490000001)",5904.3426039999995
582,2683 Lower Chiles Valley Rd,94574.0,1300000.0,1300006.0,1,3,2332202.0,1982,900.0,2.725,3.158,27295.0,26.0,2021-02-22,"(38.51831818, -122.3183212)",448.2320663
583,19 Aviara Ct,94558.0,2995000.0,2893719.0,4,4,15245.0,1998,4221.0,2.725,3.158,1935144.0,163.0,2021-02-09,"(38.35319138, -122.2555771)",5894.585334
584,1080 Orchard Ave,94558.0,6250000.0,6208302.0,6,4,399445.0,2007,4830.0,2.725,3.158,2462900.0,31.0,2021-02-17,"(38.34725571, -122.3345108)",11052.91553
585,6 Donaldson Way,94503.0,800000.0,809815.0,1,2,13769.0,1950,1440.0,2.504,3.1189999999999998,341483.0,43.0,2021-02-09,"(38.17087936, -122.25450900000001)",21369.874969999997
586,2005 Oakville Grade,94558.0,1149000.0,1119752.0,2,2,963547.0,1932,1850.0,2.725,3.158,196379.0,198.0,2021-03-20,"(38.41070938, -122.42784879999999)",6872.726384999999
587,2040 Atlas Peak Rd,94558.0,7500000.0,7449962.0,2,1,1814274.0,2019,960.0,2.725,3.158,1083475.0,34.0,2021-02-14,"(38.36493683, -122.2607574)",5369.691103
588,2100 Curry Ln,94559.0,5900000.0,5749818.0,3,3,1028887.0,1996,6379.0,2.725,3.158,4295341.0,135.0,2021-03-01,"(38.28157043, -122.2423477)",11220.415340000001
589,440 Cold Springs Rd,94508.0,5500000.0,5555555.0,6,6,1742400.0,2002,5971.0,2.725,3.158,1928510.0,268.0,2021-03-13,"(38.55316544, -122.4307098)",1450.230414
590,2400 Grant St,94515.0,9950000.0,1646227.0,1,1,782337.0,1968,440.0,2.725,3.158,4203355.0,198.0,2021-02-09,"(38.5891571, -122.58841709999999)",156.4715261
591,1216 Yajome St,94559.0,950000.0,943661.0,1,2,5619.0,1900,925.0,2.504,3.1189999999999998,103737.0,268.0,2021-02-09,"(38.30184937, -122.28486629999999)",11997.888579999999
592,1214 Yajome St,94559.0,950000.0,925817.0,1,1,4155.0,1904,420.0,2.504,3.1189999999999998,94051.0,268.0,2021-02-09,"(38.30170822, -122.2847672)",12006.38378
593,177 Ridge Dr,94558.0,6500000.0,6478188.0,1,0,2923311.0,1995,1029.0,2.725,3.158,1822027.0,26.0,2021-02-22,"(38.39524078, -122.3005753)",5032.751566
594,201 Mayo Ave,94590.0,399900.0,416224.0,1,2,4791.0,1936,1024.0,2.343,3.055,237050.0,2.0,2021-03-19,"(38.10124207, -122.2339478)",26660.270940000002
595,1480 Ohio St,94590.0,499900.0,524954.0,2,3,5227.0,1939,1358.0,2.343,3.055,456333.0,2.0,2021-03-20,"(38.10719681, -122.24092859999999)",26383.061230000003
596,965 Orchard Dr,95620.0,430000.0,450569.0,2,3,5157.0,1995,1095.0,2.343,3.055,191795.0,2.0,2021-03-19,"(38.43704224, -121.8198395)",14899.28779
597,402 Arguello Dr,94510.0,1240000.0,1293048.0,3,4,10375.0,2005,2758.0,2.764,3.1460000000000004,859000.0,1.0,2021-03-20,"(38.08442307, -122.14604950000002)",24940.26295
598,625 W F St,95620.0,469000.0,491435.0,2,5,5662.0,1955,1704.0,2.343,3.055,400554.0,1.0,2021-03-20,"(38.45065689, -121.82953640000001)",14282.72609
599,550 W D St N,95620.0,399900.0,419029.0,1,3,11324.0,1958,1511.0,2.343,3.055,118355.0,4.0,2021-03-17,"(38.44916153, -121.828804)",14314.871369999999
600,121 Arguello Ave,94591.0,380000.0,398177.0,2,3,6534.0,1955,1149.0,2.343,3.055,259782.0,4.0,2021-03-17,"(38.08446884, -122.2238693)",27797.107939999998
