,address,zipcode,price,zestimate,baths,bdrm,lotsize_sqft,built,sqft,mortag_15,mortag_30,tax_ast,daysOnZillow,price_date,POIs,min_dist_per
149,620 Este Madera Ct,95476.0,1398000.0,1430309.0,2,3,10998,1971,1739,2.678,3.177,1317840.0,17.0,2021-03-03,"(38.2827301, '-122.4474258')",18143.31917
150,5754 Trailwood Dr,95404.0,1575000.0,1563750.0,3,4,20037,1990,3999,2.678,3.177,1407736.0,11.0,2021-03-09,"(38.47661209, '-122.6842804')",2710.319568
151,7009 Oakmont Dr,95409.0,869000.0,853754.0,2,3,5998,1963,2000,2.47,3.113,392068.0,379.0,2021-02-09,"(38.43344498, '-122.594368')",681.6662952
152,2001 Schultz Rd,95452.0,4900000.0,,3,3,418176,2020,3046,2.678,3.177,1077406.0,43.0,2021-02-09,"(38.40132523, '-122.5801163')",3469.0999590000006
153,390 Leveroni Rd,95476.0,1688000.0,1704630.0,3,3,80586,1950,2112,2.678,3.177,503975.0,33.0,2021-02-16,"(38.27681351, '-122.4667282')",18350.44698
154,3919 Deuce Dr,95407.0,575000.0,580451.0,3,3,3537,1999,1991.0,2.47,3.113,3450.0,53.0,2021-02-09,"(38.42478561, '-122.7607574')",10686.104440000001
155,12240 Adine Ct,95442.0,2795000.0,2745964.0,5,3,71874,1963,2880,2.678,3.177,1858292.0,124.0,2021-03-19,"(38.38535309, '-122.5200653')",5730.760795
156,18325 Clayton Ave,95476.0,695000.0,,1,2,5000,1959,750,2.47,3.113,209021.0,11.0,2021-03-09,"(38.30809784, '-122.4889984')",14592.55764
157,8887 Oakmont Dr,95409.0,849900.0,882260.0,2,3,8799,1984,2025,2.47,3.113,637014.0,10.0,2021-03-10,"(38.43017578, '-122.5765686')",570.5200661
158,9337 Oak Trail Cir,95409.0,599000.0,604901.0,2,2,3410,2012,1414,2.47,3.113,410976.0,43.0,2021-02-09,"(38.43562698, '-122.5796967')",583.3952514
159,3844 Louis Krohn Dr,95407.0,750000.0,772503.0,4,4,3672,2001,3176,2.47,3.113,690000.0,12.0,2021-03-08,"(38.426753999999995, '-122.7604141')",10557.03605
160,2743 Treetops Way,95404.0,1299000.0,1289721.0,4,4,16552,1989,2953,2.678,3.177,966771.0,4.0,2021-03-17,"(38.4765625, '-122.6826172')",2581.520798
161,5906 Mountain Hawk Dr,95409.0,1199000.0,1210812.0,3,5,11207,2005,3410,2.678,3.177,1196075.0,31.0,2021-02-17,"(38.46653366, '-122.6315308')",250.6071784
162,9449 Oak Trail Cir,95409.0,629000.0,630400.0,2,2,6224,2008,1671,2.47,3.113,452356.0,87.0,2021-03-03,"(38.43350220000001, '-122.5797729')",634.0397084
163,1351 Holly Park Way,95403.0,669000.0,677576.0,3,3,3977,2020,1536,2.47,3.113,158100.0,54.0,2018-08-31,"(38.47554779, '-122.7461014')",7915.798934
164,493 Oak Vista Ct,95409.0,599000.0,606230.0,2,2,3301,1981,1556,2.47,3.113,395386.0,43.0,2021-02-09,"(38.42654419, '-122.584137')",1322.267101
165,177 W Macarthur St,95476.0,948000.0,944339.0,3,3,3009,2014,1397,2.678,3.177,751746.0,218.0,2021-02-09,"(38.28488159, '-122.4618301')",17571.60195
166,3107 Warm Springs Rd,95442.0,2995000.0,3031150.0,3,3,873812,1989,4276,2.678,3.177,997287.0,26.0,2021-02-22,"(38.37515259, '-122.5545807')",6220.053191
167,403 Saunders Dr,95476.0,1239000.0,1258259.0,3,3,6298,2003,1818,2.678,3.177,944474.0,29.0,2021-03-20,"(38.27777481, '-122.4520569')",18554.70579
168,3009 Bloomfield Rd,95472.0,600000.0,910818.0,2,2,173804,1983,1390,2.47,3.113,286110.0,116.0,2020-11-24,"(38.34921646, '-122.8191147')",19423.397569999997
169,1577 Napa Rd,95476.0,14545000.0,14205050.0,8,6,202554,2011,14545,2.678,3.177,5333968.0,173.0,2021-02-09,"(38.2708931, '-122.4283142')",19937.50843
170,434 Trail Ridge Pl,95409.0,1279000.0,1298880.0,2,3,18730,1989,2629,2.678,3.177,1378530.0,8.0,2021-03-12,"(38.41979218, '-122.58284')",1838.499559
171,120 West St,94952.0,2850000.0,2856347.0,4,3,10036,2014,2940,2.678,3.177,800187.0,6.0,2021-03-14,"(38.24153137, '-122.6464157')",22097.40567
172,160 Arata Ln,95492.0,1999999.0,870786.0,1,3,84506,1960,1620,2.678,3.177,616486.0,654.0,2020-05-05,"(38.56134796, '-122.8213654')",6533.717174
173,7 Oak Forest Ln,95409.0,450000.0,455769.0,2,2,1742,1974,1184,2.341,3.061,106471.0,62.0,2021-03-13,"(38.43243408, '-122.5955887')",677.8491882999999
174,2076 Pinercrest Dr,95403.0,565000.0,570566.0,3,3,3772,1989,1427,2.341,3.061,201473.0,101.0,2021-03-16,"(38.4693718, '-122.7586365')",9136.256870000001
175,401 Benton St,95401.0,760000.0,760007.0,3,5,4791,1925,2486,2.47,3.113,4560.0,75.0,2021-02-09,"(38.44815063, '-122.7201004')",6363.153998
176,625 Oak Ln,95476.0,2298000.0,2312452.0,3,3,8398,1981,2406,2.678,3.177,1070180.0,38.0,2021-03-10,"(38.28897476, '-122.4524078')",17351.24876
177,19410 7th St E,95476.0,2325000.0,2330178.0,3,3,15002,1990,2373,2.678,3.177,1897863.0,22.0,2021-03-15,"(38.29162216, '-122.4390259')",17450.63004
178,2200 Grace Dr,95404.0,1150000.0,1193787.0,2,3,9600,1956,1857,2.678,3.177,535194.0,23.0,2021-02-25,"(38.45545578, '-122.6968155')",4179.565107
179,1428 Georgia Ct,94928.0,645000.0,655025.0,2,3,4499,1983,1470,2.47,3.113,398044.0,19.0,2021-03-01,"(38.36564636, '-122.6826096')",9887.541731
180,1445 Capri Ave,94954.0,625000.0,634715.0,2,2,5148,1987,1378,2.47,3.113,557133.0,8.0,2021-03-12,"(38.26234055, '-122.6436768')",19779.109969999998
181,1621 Annetta Dr,94954.0,720000.0,747414.0,2,3,5998,1964,1232,2.47,3.113,119060.0,6.0,2021-03-14,"(38.24899673, '-122.6131821')",20592.65285
182,1095 Tilton Rd,95472.0,1949000.0,2156280.0,3,4,118918,1964,2160,2.678,3.177,825016.0,16.0,2021-03-05,"(38.37969971, '-122.8841705')",17904.67777
183,2410 Thornsberry Rd,95476.0,2695000.0,2648960.0,4,3,217800,1994,2683,2.678,3.177,1340014.0,120.0,2021-03-02,"(38.28326416, '-122.4158478')",19065.92007
184,276 Belhaven Cir,95409.0,669900.0,674617.0,2,2,6799,1966,1843,2.47,3.113,413341.0,75.0,2021-03-16,"(38.43784714, '-122.595459')",203.81650480000002
185,1501 Hopi Trl,95404.0,1499000.0,1667551.0,4,4,217800,1978,4017,2.678,3.177,1282297.0,11.0,2021-03-17,"(38.38968658, '-122.6873932')",7812.084076
186,2 Shady Ln,94952.0,999999.0,1130946.0,2,4,18513,1964,2630,2.678,3.177,1159836.0,30.0,2021-03-19,"(38.25084686, '-122.6664581')",21478.30011
187,6398 Meadowridge Dr,95409.0,750000.0,751670.0,3,2,10798,1980,2322,2.47,3.113,366006.0,68.0,2021-02-09,"(38.44783783, '-122.6147614')",412.1183809
188,2531 Warm Springs Rd,95442.0,1198000.0,1213358.0,3,2,10001,1943,1854,2.678,3.177,589923.0,31.0,2021-02-17,"(38.38309097, '-122.5518417')",5398.21895
189,2391 Warm Springs Rd,95442.0,1240000.0,1241773.0,2,2,38768,1930,1440,2.678,3.177,739500.0,121.0,2021-02-26,"(38.38479614, '-122.5520782')",5208.8529100000005
190,4043 Pepperwood Ct,95476.0,2150000.0,2160235.0,4,4,67082,1974,2807,2.678,3.177,189688.0,200.0,2021-03-09,"(38.30224991, '-122.5446167')",14368.59209
191,3176 Old Ranch Dr,95405.0,1199000.0,1213922.0,3,4,19044,1991,2489,2.678,3.177,796985.0,17.0,2021-03-03,"(38.43116379, '-122.6555405')",2522.646825
192,840 Wright St,95404.0,720000.0,747414.0,2,3,6250,1955,1400,2.47,3.113,624010.0,19.0,2021-03-15,"(38.44946289, '-122.7091827')",5436.288921
193,305 Petaluma Blvd S,94952.0,629000.0,641602.0,2,3,1568,1958,851,2.47,3.113,3774.0,43.0,2021-02-09,"(38.23210526, '-122.6353912')",22872.770480000003
194,3524 Hidden Pine Ct,95404.0,965000.0,976647.0,3,3,7548,1985,2558,2.678,3.177,268309.0,39.0,2021-03-10,"(38.48064423, '-122.7045364')",4262.83072
195,500 Equity Ct,95492.0,1249000.0,867640.0,4,7,7413,1992,3200,2.678,3.177,414761.0,1.0,2021-03-19,"(38.56120682, '-122.8130722')",7254.83842
196,426 Lindberg Cir,94952.0,675000.0,688524.0,3,4,2260,2009,1755,2.47,3.113,444759.0,9.0,2021-03-11,"(38.23698807, '-122.6260529')",22142.116169999998
197,228 Firelight Ct,95403.0,649950.0,665044.0,2,3,5000,1986,1532,2.47,3.113,363149.0,,2021-03-20,"(38.51165009, '-122.7596817')",9118.081537
198,848 Brush Creek Rd,95404.0,1299999.0,1316665.0,3,4,6351,2014,2881,2.678,3.177,931243.0,5.0,2021-03-15,"(38.45996475, '-122.6819839')",2796.069907
199,3575 Fir Hollow Ct,95403.0,1295000.0,,4,4,14474,2021,2635,2.678,3.177,220000.0,,2021-03-20,"(38.49122620000001, '-122.7086411')",4456.48171
200,18502 Wellesley Ct,95476.0,860000.0,877231.0,2,3,4207,1988,1908,2.47,3.113,325523.0,14.0,2021-03-07,"(38.30796814, '-122.4958496')",14542.87111
201,90 Aspen Meadows Cir,95409.0,499000.0,506756.0,2,2,1681,1976,1083,2.341,3.061,425174.0,43.0,2021-03-15,"(38.44494629, '-122.6091843')",154.435596
202,7136 Oak Leaf Dr,95409.0,525000.0,544989.0,2,2,7501,1971,1401,2.341,3.061,578507.0,11.0,2021-03-10,"(38.43906403, '-122.5895996')",413.0570378
203,324 E Macarthur St,95476.0,1998950.0,1954976.0,3,3,17249,1948,2702,2.678,3.177,1158670.0,168.0,2021-02-09,"(38.28443527, '-122.4527969')",17825.23206
204,12575 Wolf Run,95442.0,3250000.0,3257238.0,3,3,1414827,1993,2736,2.678,3.177,562361.0,19.0,2021-03-01,"(38.37540436, '-122.5367508')",6596.9989399999995
205,17355 Gehricke Rd,95476.0,3998000.0,4046257.0,4,4,85813,2012,5195,2.678,3.177,2637414.0,16.0,2021-03-05,"(38.31985092, '-122.4377747')",14580.72139
206,6364 Stone Bridge Rd,95409.0,630000.0,630901.0,2,2,3367,1987,1879,2.47,3.113,318258.0,103.0,2021-01-28,"(38.446609499999994, '-122.6185913')",687.288012
207,4967 Occidental Rd,95401.0,629000.0,644506.0,1,2,10110,1958,864,2.47,3.113,395352.0,50.0,2021-03-20,"(38.42356873, '-122.7936935')",13331.55397
208,11940 Old Redwood Hwy,95448.0,1679000.0,365285.0,2,3,479160,1985,1991.0,2.678,3.177,10074.0,1682.0,2014-02-19,"(38.58065033, '-122.8395538')",5297.357373
209,1411 Maureen Dr,95407.0,720000.0,735979.0,2,3,21000,2007,1372,2.47,3.113,102597.0,43.0,2021-02-09,"(38.40917206, '-122.7277069')",9169.935228
210,3735 Paxton Pl,95404.0,1149000.0,1151559.0,4,4,8015,2020,3064,2.678,3.177,239292.0,65.0,2021-02-09,"(38.48504257, '-122.6913147')",3032.039067
211,1676 Chiquita Rd,95448.0,2100000.0,2151771.0,3,3,230432,1984,2118,2.678,3.177,364024.0,50.0,2021-01-30,"(38.65171814, '-122.887291')",4537.193326
212,8330 Chalk Hill Rd,95448.0,3495000.0,3528285.0,3,4,236095,2004,3303,2.678,3.177,921453.0,29.0,2021-02-19,"(38.54441452, '-122.773407')",10732.88616
213,4434 Bally Bunion Ln,95403.0,899900.0,911437.0,3,3,2970,2020,1991,2.678,3.177,170000.0,19.0,2021-03-01,"(38.48855972, '-122.722374')",5665.632496
214,18786 Polley Ln,95476.0,1475000.0,1518737.0,4,7,8498,1978,2553,2.678,3.177,688500.0,22.0,2021-02-26,"(38.30348969, '-122.4901047')",15089.352009999999
215,5736 Fairway Knoll Ln,95403.0,1095000.0,1095007.0,3,3,2609,2020,2957,2.678,3.177,171666.0,116.0,2021-01-24,"(38.49227142, '-122.7113113')",4687.154207
216,1074 Wikiup Dr,95403.0,3750000.0,3723214.0,5,4,65775,2020,3650,2.678,3.177,213618.0,113.0,2021-02-09,"(38.50572205, '-122.7420425')",7510.153161
217,1287 Mark West Springs Rd,95404.0,1500000.0,1523316.0,3,3,39600,1959,3333,2.678,3.177,234600.0,43.0,2021-02-09,"(38.51278305, '-122.7197342')",5690.833131
218,150 Old Vine Ln,95492.0,4695000.0,4767979.0,4,4,1363863,1996,3616,2.678,3.177,28170.0,43.0,2021-02-09,"(38.50533676, '-122.8390121')",7712.25663
219,6498 Stone Bridge Rd,95409.0,669000.0,685409.0,2,2,2613,1974,1401,2.47,3.113,629738.0,8.0,2021-03-13,"(38.44435501, '-122.6120071')",313.7267354
220,1949 Peterson Ln,95403.0,629000.0,647872.0,2,3,7875,1976,1408,2.47,3.113,472538.0,31.0,2021-03-06,"(38.46585083, '-122.7629471')",9600.343387
221,530 Natalino Ct,95401.0,625000.0,648645.0,2,3,8733,1977,1400,2.47,3.113,320336.0,6.0,2021-03-14,"(38.43648148, '-122.7596283')",10040.09134
222,10901 Brooks Rd,95492.0,2199000.0,2233181.0,3,3,860310,1971,1688,2.678,3.177,148117.0,151.0,2021-03-09,"(38.5764122, '-122.7980499')",8720.531377
223,322 Rockgreen Pl,95409.0,449999.0,460449.0,2,2,1742,1972,1172,2.341,3.061,204842.0,11.0,2021-03-10,"(38.43896103, '-122.5969849')",82.63130612
224,2512 Red Willow Dr,95403.0,659000.0,672204.0,3,3,3876,2018,1742,2.47,3.113,649916.0,3.0,2021-03-17,"(38.458133700000005, '-122.7708588')",10367.55478
225,1455 Mark West Springs Rd,95404.0,1350000.0,,3,3,54014,1958,2029,2.678,3.177,127500.0,170.0,2021-02-09,"(38.51476669, '-122.7197952')",5739.820957
226,3753 Cross Creek Rd,95403.0,995000.0,996633.0,3,3,6442,2021,2319,2.678,3.177,230344.0,99.0,2021-02-09,"(38.49492264, '-122.7131958')",4859.628315
227,811 Wild Oak Dr,95409.0,949900.0,959258.0,3,3,15276,1980,2212,2.678,3.177,787809.0,43.0,2021-02-09,"(38.43265152, '-122.6006927')",483.78922439999997
228,3736 Giorno Ct,95404.0,1630000.0,1645881.0,3,4,15551,2020,3600,2.678,3.177,331500.0,59.0,2021-03-05,"(38.48622513, '-122.6991043')",3681.8185659999995
229,280 Chiquita Rd,95448.0,4350000.0,4359688.0,2,2,252648,1915,833,2.678,3.177,525095.0,157.0,2021-02-09,"(38.63587189, '-122.8789597')",4123.121998
230,1450 Ridge Oaks Rd,95441.0,16200000.0,18900139.0,4,4,13461783,1947,6058,2.678,3.177,97200.0,163.0,2021-03-08,"(38.7387886, '-122.8982239')",9584.481016
231,222 E Shiloh Rd,95403.0,12300000.0,1686344.0,6,4,2988215,2004,6772,2.678,3.177,8377213.0,365.0,2021-02-09,"(38.52386475, '-122.7738419')",10549.36809
232,2100 Mountain Ranch Rd,94954.0,1975000.0,1993809.0,2,2,737906,1980,1847,2.678,3.177,594371.0,43.0,2021-02-09,"(38.29498672, '-122.6332474')",16043.69621
233,1079 Spencer Ave,95404.0,645000.0,649542.0,2,3,5662,1989,1425,2.47,3.113,418746.0,167.0,2021-03-15,"(38.45080948, '-122.7083511')",5307.420909
234,8004 Eastside Rd,95448.0,2960000.0,3248038.0,2,3,349351,1956,2272,2.678,3.177,502176.0,19.0,2021-03-01,"(38.52294159, '-122.847229')",5922.413443
235,5420 Wikiup Bridge Way,95404.0,4900000.0,4900033.0,5,4,177289,1976,7419,2.678,3.177,306000.0,43.0,2021-02-09,"(38.50740051, '-122.7391968')",7303.826831999999
236,6477 Timber Springs Dr,95409.0,800000.0,818579.0,3,3,5061,1982,2539,2.47,3.113,481797.0,17.0,2021-03-04,"(38.44126511, '-122.609993')",394.3715974
237,2010 Crinella Dr,94954.0,839900.0,871880.0,3,4,7400,1975,2128,2.47,3.113,178110.0,8.0,2021-03-12,"(38.24004364, '-122.6023483')",21407.50228
238,7145 Oak Leaf Dr,95409.0,519000.0,534572.0,2,2,7487,1976,1211,2.341,3.061,229344.0,5.0,2021-03-16,"(38.43938446, '-122.5892029')",364.9067245
239,4840 Fairway Dr,94928.0,849000.0,862196.0,4,4,7000,1978,2421,2.47,3.113,576939.0,16.0,2021-03-04,"(38.36356735, '-122.7060318')",11118.3389
240,2440 Toyon Dr #1,95448.0,7900000.0,7941529.0,7,4,2186712,2003,7742,2.678,3.177,47400.0,43.0,2021-02-09,"(38.61163712, '-122.8117371')",8213.056364
241,790 5th St E,95476.0,1248000.0,1273005.0,2,3,9099,1974,1793,2.678,3.177,813211.0,8.0,2021-03-12,"(38.28582382, '-122.4482269')",17794.29806
242,4576 Kilarney Cir,95403.0,674000.0,674001.0,3,2,2130,2020,1505,2.47,3.113,135252.0,207.0,2021-02-01,"(38.48995209, '-122.7222137')",5642.292438
243,3758 Darlington Ct,95404.0,1555000.0,1540044.0,3,4,10890,2020,3317,2.678,3.177,353736.0,59.0,2020-12-02,"(38.48690796, '-122.699791')",3732.912469
244,5113 Oak Meadow Dr,95401.0,995000.0,1017995.0,2,3,14500,1961,1696,2.678,3.177,735185.0,64.0,2021-02-17,"(38.43593216, '-122.8014603')",13501.39679
245,4414 Bally Bunion Ln,95403.0,695000.0,701847.0,3,2,2008,2020,1640,2.47,3.113,192230.0,43.0,2021-02-28,"(38.48884964, '-122.7228394')",5703.738175
246,5449 Kaitlyn Pl,94928.0,685000.0,710085.0,3,3,3885,2017,1838,2.47,3.113,573780.0,26.0,2021-03-17,"(38.34645462, '-122.6754532')",11635.186459999999
247,107 Ferrero Dr,95448.0,875000.0,888601.0,3,2,2613,2016,1624,2.47,3.113,737000.0,37.0,2021-02-11,"(38.62271881, '-122.8717957')",3678.359783
248,732 Glen Miller Dr,95492.0,409000.0,444840.0,1,1,2761,1997,696,2.341,3.061,263396.0,6.0,2021-03-14,"(38.55352020000001, '-122.8084946')",7703.662552
249,465 Hidden Acres Rd,95448.0,2280000.0,2381375.0,3,3,12000,1952,3688,2.678,3.177,1033647.0,14.0,2021-03-06,"(38.61405182, '-122.8530884')",4926.749166
250,6460 Mesa Oaks Ct,95409.0,545000.0,553038.0,2,2,3005,1979,1178,2.341,3.061,546625.0,36.0,2021-02-12,"(38.44663239, '-122.6128311')",228.43720950000002
251,4420 Lahinch Ln,95403.0,949000.0,958038.0,3,3,2944,2020,1991,2.678,3.177,170000.0,50.0,2021-02-09,"(38.48897171, '-122.7223587')",5661.081891
252,353 Golf Ct,95409.0,715000.0,729326.0,2,3,3149,1978,1731,2.47,3.113,565188.0,5.0,2021-03-16,"(38.42986679, '-122.583313')",1055.3297
253,1430 White Oak Dr,95409.0,1685000.0,1850414.0,3,3,113255,1993,3040,2.678,3.177,1068104.0,43.0,2021-02-24,"(38.42162323, '-122.5965652')",1748.336362
254,7668 Beverly Dr,94928.0,599000.0,636051.0,2,4,5998,1969,1300,2.47,3.113,567017.0,19.0,2021-03-19,"(38.33556747, '-122.6960678')",13415.99063
255,604 Healdsburg Ave,95448.0,799000.0,834285.0,2,2,2596,2008,1552,2.47,3.113,505135.0,55.0,2021-02-05,"(38.61608887, '-122.8717117')",3398.796876
256,4550 Kilarney Cir,95403.0,725000.0,726614.0,2,2,3049,2020,1529,2.47,3.113,124096.0,124.0,2021-02-10,"(38.48998642, '-122.722702')",5684.566597
257,5778 Fairway Knoll Ct,95403.0,1359000.0,1376423.0,4,3,3140,2021,2673,2.678,3.177,193000.0,10.0,2021-03-11,"(38.49146652, '-122.7101898')",4590.574236
258,3562 Brookdale Dr,95404.0,888000.0,889977.0,3,3,7601,2020,2250,2.678,3.177,245000.0,100.0,2021-03-08,"(38.47774506, '-122.7023621')",4162.830267
259,1038 Verano Ave,95476.0,795000.0,825270.0,2,2,8498,1960,1008,2.47,3.113,504900.0,24.0,2021-02-24,"(38.29891586, '-122.4940186')",15559.67194
260,1610 Brack Rd,95448.0,4995000.0,5481065.0,4,4,533174,2009,4170,2.678,3.177,2434818.0,32.0,2021-02-16,"(38.62876129, '-122.9155502')",1002.236033
261,1455 Valley Ford Freestone Rd,94972.0,2985000.0,2003612.0,4,4,392040,2008,4383,2.678,3.177,1550000.0,106.0,2021-01-27,"(38.33971405, '-122.9187469')",21536.02835
262,647 Mcconnell Ave,95404.0,549000.0,560000.0,1,1,7501,1923,711,2.341,3.061,420750.0,31.0,2021-02-17,"(38.4549942, '-122.715126')",5691.585594
263,3762 Paxton Pl,95404.0,1750000.0,1753897.0,5,4,10097,1999,3100,2.678,3.177,255247.0,29.0,2021-02-20,"(38.48687744, '-122.6922379')",3079.792431
264,10377 Hillview Rd,95492.0,1995000.0,2107042.0,4,5,84070,2006,3619,2.678,3.177,1602345.0,141.0,2021-02-09,"(38.56237411, '-122.8147354')",7110.889631999999
265,245 Belgreen Pl,95409.0,649000.0,673711.0,2,3,6298,1970,1600,2.47,3.113,265212.0,5.0,2021-03-16,"(38.43794632, '-122.5961227')",177.7930231
266,2655 N Village Dr,95403.0,500000.0,528074.0,3,4,3419,2008,1464,2.341,3.061,472000.0,19.0,2021-03-05,"(38.47876358, '-122.7695923')",9872.971462000001
267,1119 Sunnyside Dr,95448.0,1550000.0,1588212.0,3,4,13503,1984,3305,2.678,3.177,1028309.0,72.0,2021-02-26,"(38.62446213, '-122.8590622')",4757.536204999999
268,66 Oak Island Cir,95409.0,550000.0,566502.0,2,2,2770,1975,1287,2.341,3.061,457433.0,30.0,2021-02-18,"(38.43359756, '-122.5897064')",820.01191
269,1665 Scenic Ln,95448.0,1550000.0,1618917.0,3,3,9801,1947,2032,2.678,3.177,912039.0,30.0,2021-03-18,"(38.62461853, '-122.8500671')",5486.746645
270,7175 Petaluma Hill Rd,94951.0,890000.0,894587.0,2,3,24480,1956,1900,2.678,3.177,332613.0,473.0,2021-02-17,"(38.32648087, '-122.6670456')",13580.53065
271,313 Matheson St,95448.0,2400000.0,,4,4,9587,1941,2282,2.678,3.177,1877495.0,29.0,2021-03-15,"(38.611270899999994, '-122.8662033')",3754.7974710000003
272,1731 Madeira Cir,94954.0,625000.0,633012.0,3,3,2082,1995,1333,2.47,3.113,336505.0,5.0,2021-03-15,"(38.26804733, '-122.6444321')",19169.34549
273,129 Moonlight Dr,95448.0,2295000.0,2309434.0,4,4,15315,2006,3300,2.678,3.177,1456531.0,316.0,2021-02-09,"(38.63559341, '-122.871933')",4526.811871
274,3707 Deauville Pl,95403.0,1295000.0,1295008.0,3,4,7692,2020,2995,2.678,3.177,197676.0,92.0,2021-03-05,"(38.49346161, '-122.7115631')",4710.705424
275,3805 Sedgemoore Dr,95404.0,1185000.0,1186695.0,3,4,7270,2020,2618,2.678,3.177,234090.0,73.0,2021-03-02,"(38.4883461, '-122.6927795')",3106.1385609999998
276,2013 Turnberry Ct,95403.0,1399950.0,1399955.0,3,4,13629,2020,2980,2.678,3.177,245000.0,96.0,2021-02-22,"(38.49646378, '-122.7058029')",4232.653002
277,4410 Bally Bunion Ln,95403.0,898000.0,,3,3,2944,2021,1991,2.678,3.177,170000.0,10.0,2021-03-10,"(38.48876572, '-122.7228622')",5706.361834
278,1483 W 3rd St,95401.0,659950.0,,3,4,3750,2020,1624,2.47,3.113,3959.7000000000003,5.0,2021-03-15,"(38.43309021, '-122.7354889')",8314.262267
279,504 N Cloverdale Blvd NW,95425.0,1500000.0,1527605.0,3,1,9583,1999,4275,2.678,3.177,9000.0,43.0,2021-02-09,"(38.81069183, '-123.0206223')",12277.67017
280,14718 Young Rd,95448.0,1495000.0,1551923.0,2,3,176853,1976,1728,2.678,3.177,934094.0,28.0,2021-02-20,"(38.62331009, '-122.7712555')",11957.99972
281,5237 W Dry Creek Rd,95448.0,1995000.0,1995007.0,3,2,1603878,2000,2730,2.678,3.177,347336.0,231.0,2021-02-09,"(38.66162109, '-122.9414825')",1561.726403
282,3 Oak Forest Ln,95409.0,435000.0,439142.0,2,3,2178,1977,1420,2.341,3.061,399159.0,137.0,2021-02-27,"(38.43202972, '-122.5960541')",687.3375702999999
283,6757 Wintergreen Ct,95409.0,699500.0,704426.0,2,3,4273,1994,1840,2.47,3.113,334334.0,122.0,2021-02-09,"(38.44076538, '-122.5959091')",47.53662692
284,327 E Napa St,95476.0,2995000.0,3024507.0,2,3,7261,1973,2861,2.678,3.177,1589000.0,3.0,2021-03-17,"(38.29106903, '-122.4515076')",17151.8789
285,3701 Viking Rd,95401.0,2295000.0,2295005.0,3,4,332362,1975,2050,2.678,3.177,1800351.0,207.0,2021-02-11,"(38.48246384, '-122.8134003')",11083.672929999999
286,695 Chiquita Rd,95448.0,1599000.0,1659883.0,3,3,55320,1979,2767,2.678,3.177,1246918.0,30.0,2021-02-18,"(38.64290619, '-122.8799133')",4443.976571
287,1014 Elsbree Ln,95492.0,1274000.0,1385639.0,3,5,10023,1991,3243,2.678,3.177,507343.0,37.0,2021-02-11,"(38.5604248, '-122.8042526')",8022.471896999999
288,327 Piper St,95448.0,1495000.0,1555368.0,2,1,6730,1923,1516,2.678,3.177,1120889.0,18.0,2021-03-02,"(38.61441803, '-122.8659286')",3837.6957780000002
289,267 Arata Ln,95492.0,1250000.0,1278888.0,3,2,55320,1985,1934,2.678,3.177,596596.0,253.0,2021-02-09,"(38.56261063, '-122.8190918')",6732.603258
290,6590 Meadowridge Dr,95409.0,519000.0,534572.0,2,2,4543,1977,1320,2.341,3.061,396333.0,16.0,2021-03-04,"(38.44293594, '-122.6082306')",228.0937969
291,12697 Graton Rd,95472.0,550000.0,605501.0,1,1,166399,1938,738,2.341,3.061,245016.0,61.0,2021-02-26,"(38.41473007, '-122.9172363')",13350.28449
292,4560 Kilarney Cir,95403.0,639000.0,639005.0,3,2,2178,2020,1505,2.47,3.113,186817.0,162.0,2021-03-11,"(38.48959732, '-122.722641')",5681.428346
293,525 Colony Rd,95441.0,3750000.0,4070160.0,3,4,252212,1982,2562,2.678,3.177,2471874.0,30.0,2021-02-18,"(38.73935318, '-122.9313202')",7707.946298999999
294,400 Ely Rd N,94954.0,1400000.0,1421761.0,2,3,246549,1994,1249,2.678,3.177,360637.0,5.0,2021-03-15,"(38.27468872, '-122.6580887')",18728.3441
295,909 W School St,94931.0,997500.0,1020553.0,1,3,214750,1918,1276,2.678,3.177,487381.0,9.0,2021-03-11,"(38.32681274, '-122.7260742')",15499.102340000001
296,16790 Armstrong Woods Rd,95446.0,3800000.0,3999994.0,7,6,217800,1911,2935,2.678,3.177,1350000.0,184.0,2021-02-03,"(38.52563477, '-123.0031357')",1242.120894
297,30 E Thomson Ave,95476.0,515000.0,525318.0,1,2,5501,1949,768,2.341,3.061,24848.0,43.0,2021-03-18,"(38.30992126, '-122.4787216')",14534.4471
298,3639 Hadley Hill Dr,95404.0,1398000.0,1411773.0,3,4,19336,2001,3300,2.678,3.177,912039.0,5.0,2021-03-15,"(38.47912216, '-122.6918793')",3240.8619510000003
299,270 Olga Maria Ct,94951.0,1365000.0,1378448.0,4,4,14893,2004,3268,2.678,3.177,1126463.0,9.0,2021-03-11,"(38.29600525, '-122.6619797')",16562.26704
300,9 Page St,94931.0,525000.0,537192.0,1,1,19201,1944,407,2.341,3.061,442170.0,11.0,2021-03-09,"(38.32444, '-122.7048264')",14858.404559999999
301,4568 Heath Cir,94928.0,624950.0,637471.0,2,3,6695,1981,1576,2.47,3.113,351435.0,5.0,2021-03-15,"(38.36890411, '-122.6866531')",9725.635682
302,533 N Cloverdale Blvd,95425.0,799000.0,804025.0,3,3,5662,2019,2263,2.47,3.113,419620.0,316.0,2021-02-17,"(38.81129837, '-123.0214539')",12320.58453
