min_dist_zillow_napa,zillow_index
16944.81015,427
570.0251304,428
18905.72815,429
408.6284988,430
9112.908343,431
8853.236161,432
10496.38869,433
48.57857333,434
11151.71327,435
14513.59516,436
15426.68404,437
1797.094131,438
14959.09788,439
10278.15096,440
144.7577902,441
101.9520968,442
11120.36582,443
66.47434698,444
14700.47063,445
11027.26138,446
265.3553215,447
200.3659249,448
117.4480992,449
2411.458449,450
21645.02369,451
7586.051956,452
161.2040415,453
56.64145522,454
11793.77558,455
13360.15792,456
188.5831563,457
67.64390234,458
138.0567276,459
5588.824128,460
120.125626,461
117.0184725,462
11266.47968,463
22702.74721,464
834.6444641,465
10736.70439,466
10551.55082,467
12814.0779,468
248.8659567,469
275.3127091,470
41.11279015,471
337.4104487,472
148.8078962,473
117.9158272,474
7912.402137,475
12460.29919,476
10460.3732,477
140.8794151,478
14885.36712,479
373.396368,480
13189.84341,481
11292.16074,482
2150.223062,483
10648.03705,484
387.8640059,485
14207.17377,486
281.8307491,487
348.1560959,488
14601.21742,489
11800.96128,490
128.5908541,491
10794.75796,492
7722.750182,493
1400.249899,494
49.01486707,495
12932.81323,496
95.1032371,497
14085.10965,498
10702.6197,499
95.69994611,500
254.5548437,501
165.6478061,502
319.2051281,503
117.0290126,504
11251.91821,505
12338.21646,506
141.341745,507
94.32016912,508
6314.016182,509
15.85133735,510
14328.22161,511
15480.72206,512
267.9637473,513
333.2330401,514
68.18390814,515
7529.619691,516
8834.800124,517
9115.260514,518
12262.80985,519
18622.69034,520
182.6821209,521
241.8576817,522
12568.2739,523
91.84943527,524
11285.21317,525
1297.426754,526
301.0809884,527
6177.706858,528
13486.19904,529
15884.18256,530
12395.75938,531
331.8053647,532
8482.157108,533
8845.168119,534
348.1891241,535
471.2755597,536
102.8370334,537
97.99610511,538
5234.485838,539
120.9602428,540
7685.557877,541
8646.706492,542
5746.206179,543
11175.57129,544
12490.00297,545
1080.878864,546
10430.60715,547
180.5852191,548
8217.369553,549
9916.256301,550
20527.77797,551
5621.020848,552
13856.3835,553
231.5998631,554
242.7499809,555
5488.717002,556
4799.440139,557
26.07764965,558
13050.3411,559
278.0629186,560
26.93130171,561
20441.40989,562
137.785731,563
14965.49155,564
34.28651661,565
12918.05319,566
5591.249387,567
8204.074414,568
103.0753005,569
5803.297166,570
116.1388949,571
210.2897135,572
20570.47997,573
8748.196832,574
7326.014067,575
1511.335349,576
99.41247347,577
95.75285853,578
10226.50779,579
52.88274836,580
5904.342604,581
448.2320663,582
5894.585334,583
11052.91553,584
21369.87497,585
6872.726385,586
5369.691103,587
11220.41534,588
1450.230414,589
156.4715261,590
11997.88858,591
12006.38378,592
5032.751566,593
26660.27094,594
26383.06123,595
14899.28779,596
24940.26295,597
14282.72609,598
14314.87137,599
27797.10794,600
6573.315852,601
25458.98457,602
1206.976113,603
4605.588044,604
6109.812035,605
4364.11264,606
5935.762606,607
29552.13218,608
26712.24778,609
29015.1239,610
29036.53607,611
24581.24156,612
14704.35225,613
24313.2345,614
7461.854857,615
27488.37284,616
6964.731823,617
1791.156806,618
24721.24811,619
9410.118359,620
891.390668,621
25955.22077,622
6020.812351,623
26859.51129,624
5206.310594,625
7605.693307,626
4863.874186,627
22932.07423,628
6537.312139,629
5921.417445,630
3820.886732,631
6739.671868,632
14008.91228,633
4309.937318,634
9522.844756,635
4881.16055,636
25116.15318,637
4702.489915,638
27585.07536,639
16487.02985,640
4497.494728,641
13560.76747,642
27154.57865,643
14728.00612,644
5652.900865,645
5345.561063,646
2077.305808,647
33304.23813,648
5810.778641,649
25085.36134,650
2111.352054,651
1212.417509,652
5606.773372,653
5753.731251,654
14610.09927,655
14385.6751,656
4501.2085,657
31391.47173,658
23739.42434,659
28435.13007,660
22481.20674,661
3902.314269,662
3493.282858,663
5838.687643,664
9744.825907,665
13730.52767,666
27737.1172,667
1813.994087,668
15164.35755,669
29128.12357,670
29170.09586,671
4920.877231,672
1208.199855,673
7440.231216,674
14715.97599,675
29176.59432,676
6152.549823,677
6109.119229,678
1894.624477,679
25708.9118,680
28093.92101,681
4177.844872,682
497.6526591,683
14794.69101,684
5335.583356,685
5279.643496,686
388.6352193,687
582.4847461,688
22978.85067,689
26633.93628,690
1297.708417,691
6991.048846,692
31139.91862,693
4780.81825,694
29164.46533,695
482.6802649,696
26912.0516,697
25259.23614,698
26682.11217,699
5564.38781,700
29058.03642,701
302.1997544,702
29064.47327,703
5100.209269,704
25618.37292,705
27186.95107,706
7853.070033,707
30916.50182,708
235.4024511,709
9503.165486,710
29069.26728,711
5879.262681,712
1517.670389,713
5511.507253,714
5423.403164,715
19455.2876,716
4421.724139,717
26920.50377,718
1005.063577,719
5438.836125,720
30430.56932,721
23831.311,722
31166.54046,723
10729.34942,724
4074.298532,725
7944.321878,726
26486.35476,727
2050.988664,728
2826.082345,729
30548.60034,730
1948.224034,731
25018.01511,732
3231.707264,733
1151.231015,734
30826.33654,735
8372.857164,736
28252.53694,737
10258.22262,738
4932.044928,739
12087.21265,740
527.629674,741
617.8971326,742
26337.62902,743
1346.172753,744
5478.33382,745
5283.182365,746
1347.672181,747
5311.592846,748
13168.80836,749
12655.73302,750
